1	0	4096
1	1	4096
1	2	4096
1	3	4096
1	4	57344
1	5	4096
2	6	4096
6	3	4096
6	7	4096
6	8	4096
6	9	36864
6	6	4096
6	10	4096
6	11	4096
11	12	12288
11	13	4096
11	14	4096
11	15	4096
11	16	4096
11	17	4096
11	18	4096
11	19	4096
11	20	4096
11	21	4096
11	22	4096
11	0	4096
11	8	4096
11	23	24576
11	7	4096
11	10	4096
11	24	4096
21	25	12288
26	26	16384
26	0	4096
26	27	4096
31	28	4096
36	29	4096
36	30	4096
36	31	24576
36	32	4096
43	33	8192
43	28	4096
43	34	4096
46	35	4096
46	36	4096
46	15	4096
46	37	4096
46	20	4096
46	38	4096
46	22	4096
46	19	4096
46	21	4096
46	39	4096
51	7	4096
51	40	8192
51	25	12288
51	41	4096
51	42	4096
56	43	16384
56	7	4096
56	44	4096
61	45	4096
61	46	4096
61	47	4096
61	48	16384
61	49	24576
61	50	4096
61	51	8192
61	52	4096
61	53	4096
61	54	16384
61	55	4096
61	56	20480
61	57	4096
61	58	4096
61	59	4096
63	59	4096
63	7	4096
63	2	4096
63	30	4096
63	10	4096
63	60	73728
63	61	4096
65	62	8192
65	63	4096
65	64	28672
65	45	4096
65	65	4096
66	63	4096
70	7	4096
70	66	36864
70	10	4096
70	67	4096
72	68	4096
72	69	4096
72	70	4096
72	71	4096
72	72	4096
72	73	4096
72	74	4096
72	75	4096
72	76	4096
81	25	12288
81	41	4096
86	12	12288
86	35	4096
86	77	4096
86	78	4096
86	79	4096
86	80	4096
86	36	4096
86	81	4096
86	16	4096
86	82	4096
86	18	4096
86	20	4096
86	83	4096
86	38	4096
86	21	4096
86	22	4096
86	84	16384
86	85	4096
91	86	8192
96	87	4096
96	88	24576
96	89	4096
96	90	4096
96	91	4096
101	92	24576
101	93	4096
101	94	4096
111	25	12288
111	41	4096
111	95	12288
111	7	4096
111	96	4096
119	97	12288
119	93	4096
119	98	4096
121	35	4096
121	15	4096
121	16	4096
121	20	4096
121	83	4096
121	39	4096
121	46	4096
121	21	4096
121	99	4096
121	19	4096
121	100	4096
122	101	4096
125	102	12288
125	7	4096
125	103	4096
125	104	4096
125	89	4096
125	101	4096
125	105	45056
125	106	4096
126	89	4096
131	100	4096
131	104	4096
131	107	24576
131	7	4096
131	108	4096
141	25	12288
141	41	4096
146	109	16384
146	110	4096
151	111	4096
156	83	4096
156	38	4096
156	112	4096
156	19	4096
156	113	28672
156	12	12288
156	15	4096
156	37	4096
156	18	4096
156	114	4096
164	115	8192
164	111	4096
164	116	4096
171	117	4096
171	7	4096
171	118	4096
171	25	12288
171	41	4096
171	119	4096
176	120	12288
176	121	4096
181	122	8192
182	123	4096
185	112	4096
185	7	4096
185	124	4096
185	125	4096
185	89	4096
185	123	4096
185	126	40960
185	127	4096
186	124	4096
191	12	12288
191	21	4096
191	19	4096
191	128	4096
191	129	36864
191	89	4096
191	130	4096
196	131	4096
201	132	4096
201	25	12288
201	41	4096
201	133	16384
201	134	4096
206	135	16384
206	128	4096
206	136	4096
211	137	4096
215	138	24576
215	139	4096
224	140	8192
224	137	4096
224	141	4096
226	35	4096
226	36	4096
226	37	4096
226	39	4096
226	142	4096
226	143	4096
226	20	4096
226	83	4096
226	38	4096
226	21	4096
226	22	4096
226	19	4096
226	15	4096
228	144	4096
228	145	4096
231	25	12288
234	145	4096
234	146	16384
234	137	4096
234	147	4096
239	148	8192
